x,y
-9.491259391833957,-1.1
-9.635074227617245,-1.0
-9.793275982139356,-0.9
-9.965588438270425,-0.8
-10.15185593639056,-0.7000000000000001
-10.351374852557216,-0.6000000000000001
-10.563062525153406,-0.5
-10.785916232823372,-0.4
-11.018792583981808,-0.30000000000000004
-11.260429866412558,-0.2
-11.509472256792096,-0.1
-11.765471641896207,0.0
-12.025326635053538,0.1
-12.287322315308794,0.2
-12.551152486227737,0.30000000000000004
-12.815269268141314,0.4
-13.077268441075208,0.5
-13.338432440809205,0.6000000000000001
-13.595339956796282,0.7000000000000001
-13.848404797300049,0.8
-14.0961668070867,0.9
-14.338246831008323,1.0
-14.574141980017126,1.1
-14.803474316758027,1.2000000000000002
-15.025983383350413,1.3
-15.241515593010865,1.4000000000000001
-15.450014561386,1.5
-15.651509364119063,1.6
-15.845992857092545,1.7000000000000002
-16.032510141629224,1.8
-16.211727382095894,1.9000000000000001
-16.38400131790327,2.0
-16.54925992436089,2.1
-16.707557093652248,2.2
-16.859122639436304,2.3000000000000003
-17.004206054732382,2.4000000000000004
-17.142502600553602,2.5
-17.27497236823233,2.6
-17.400859109052977,2.7
-17.52082223259172,2.8000000000000003
-17.63526646728718,2.9000000000000004
-17.743927454248404,3.0
-17.84676878164295,3.1
-17.944448521835955,3.2
-18.037070442064543,3.3000000000000003
-18.124739402040014,3.4000000000000004
-18.20731964912696,3.5
-18.284919095938445,3.6
-18.357953379630537,3.7
-18.426531366696675,3.8000000000000003
-18.49076214931489,3.9000000000000004
-18.55075228502962,4.0
-18.60661256961801,4.1000000000000005
-18.658449616116133,4.2
-18.70636960007374,4.3
-18.750478875352883,4.4
-18.79088322689999,4.5
-18.82768733733174,4.6000000000000005
-18.860995825121357,4.7
-18.89091001113013,4.800000000000001
-18.917529944446606,4.9
-18.940956758709866,5.0
-18.961288968089452,5.1000000000000005
-18.97862358551751,5.2
-18.99270004204125,5.300000000000001
-19.00377617464062,5.4
-19.012090886476095,5.5
-19.017735645994,5.6000000000000005
-19.020800464320597,5.7
-19.02137454526527,5.800000000000001
-19.019136128792763,5.9
-19.014181002624444,6.0
-19.006952519372696,6.1000000000000005
-18.99753343320779,6.2
-18.986004014780242,6.300000000000001
-18.971526669276876,6.4
-18.955016069672002,6.5
-18.93659426784429,6.6000000000000005
-18.91626052521453,6.7
-18.893137912638313,6.800000000000001
-18.868293398104683,6.9
-18.841797097104635,7.0
-18.81299601743439,7.1000000000000005
-18.782176345028734,7.2
-18.74987935587952,7.300000000000001
-18.715637922048185,7.4
-18.679267146704753,7.5
-18.641584396476738,7.6000000000000005
-18.602063432398054,7.7
-18.560545889677794,7.800000000000001
-18.517871287967814,7.9
-18.473224335876782,8.0
-18.42694194274257,8.1
-18.379648385105842,8.200000000000001
-18.330026945602448,8.3
-18.279341652421802,8.4
-18.22728716154561,8.5
-18.17333040404227,8.6
-18.11858199235484,8.700000000000001
-18.06176899695264,8.8
-18.00394811939883,8.9
-17.94480994133461,9.0
-17.884441419552008,9.1
-17.823346057453133,9.200000000000001
-17.76227795799983,9.3
-17.701962325376943,9.4
-17.641646692754055,9.5
-17.581331060131166,9.600000000000001
-17.521555802228633,9.700000000000001
-17.462233924489,9.8
-17.402912046749364,9.9
-17.343590169009726,10.0
