x,y
-6.505531609556033,0.2862245252351491
-6.585545276797919,0.3462257508189414
-6.665558944039804,0.40622697640273375
-6.745574727854157,0.46622978915449087
-6.825594744747989,0.5262357762270994
-6.90562322762719,0.5862481118674289
-6.985668642857637,0.6462731448591166
-7.065747922547749,0.7063235723919717
-7.145894931438568,0.76642478917884
-7.226177398705721,0.826627584442335
-7.30673078177948,0.8870335360329897
-7.387825998242052,0.9478458015055883
-7.470004878983499,1.0094706930002482
-7.554351091139301,1.072720838568709
-7.643031964263502,1.139221490922401
-7.759691688326915,1.2267031599099865
-7.875952214037669,1.3105593484691778
-7.999299729324626,1.3952540713597303
-8.121892554547957,1.4756225579101903
-8.243780651295326,1.5521223233724513
-8.365076802901836,1.6251904568198177
-8.48585851469052,1.6951868805633656
-8.61066751398431,1.764930595525132
-8.699959779132765,1.8127503776186589
-8.789444394918368,1.860673160725677
-8.906888371935782,1.9202438546815137
-9.02394732594688,1.979618369684152
-9.145445828091267,2.03792863694005
-9.262633443125388,2.09416986270839
-9.38385721913222,2.1495901365471735
-9.501242249157142,2.2032546777367
-9.622341778149512,2.25633105256525
-9.740059971240775,2.3079256716772103
-9.861210680985396,2.3591290609515747
-9.979277060803692,2.4090275762614572
-10.099433674579855,2.458277549140205
-10.218920613026855,2.5072515469606853
-10.339976916466407,2.5556294909885606
-10.460919828272996,2.6039615658212747
-10.641030720209494,2.6742092423386543
-10.819681062753943,2.7438840145627506
-10.945828640308429,2.7920345747392075
-11.035078403468866,2.8261002475687893
-11.177087373073684,2.883968376328432
-11.325021987746394,2.9367136138387484
-11.418818906174785,2.97228294669586
-11.542333835018361,3.0193543458281917
-11.664961003908473,3.0653646536653327
-11.835187454936603,3.1298025440719677
-11.927371153005657,3.158923052322256
-11.965254962743495,3.1746674995062976
-12.11140628524678,3.2354074154246253
-12.253269177300558,3.2895550470183035
-12.429288846666164,3.3580679676621807
-12.604672334518801,3.426337954748427
-12.718736703205526,3.4716677315280866
-12.832652894841642,3.516936301086391
-12.945795493415012,3.5628546176669826
-13.058883333287358,3.60874969682458
-13.170338139051996,3.6550861420770824
-13.281151399958636,3.7011544505739216
-13.390895574558062,3.7480531580515235
-13.498854713667173,3.794188537246312
-13.606097783894443,3.8414435540009007
-13.711399200618128,3.8878457042591674
-13.815774498568901,3.9354238879206718
-13.918174900035652,3.982103358231329
-14.019399825667008,4.029986329680178
-14.118566032201738,4.076896368251909
-14.21632495641187,4.125034177229702
-14.311934299787811,4.172114274523363
-14.40597506446796,4.220467787146492
-14.500988497355248,4.269322792356847
-14.63539524189191,4.34127765808716
-14.71864961544514,4.3872178213458
-14.802893556850636,4.4348959857259
-14.884812573882762,4.482473406172963
-14.964282599343498,4.529887685543516
-15.041257568947543,4.5770999884538055
-15.115621333737808,4.624031203445225
-15.18735498319406,4.6706551914046175
-15.256395418262251,4.716910531322425
-15.32264867810918,4.7627067447882165
-15.386073876693525,4.807984288555335
-15.446636875025412,4.852678453094127
-15.50426655922695,4.89668772163678
-15.558934612966146,4.939938056230289
-15.610624236711587,4.982348568875805
-15.659295881088404,5.023814368133186
-15.704968881546176,5.064267775687567
-15.747642013569408,5.10361167326034
-15.787305741174078,5.141732211069988
-15.824023145721261,5.1785729427451175
-15.857836485967566,5.214044722972418
-15.88878626978249,5.248050982261266
-15.916977120613804,5.2805499007295795
-15.942494766994983,5.311474746583726
-15.965437736481256,5.34076640667183
-15.98593397835448,5.36839776768809
-16.004163679465613,5.394412873152687
-16.0202479148936,5.4187760933723235
-16.034349750442146,5.441520648894327
-16.046686271009907,5.462778651181958
-16.057413727209724,5.482603828665138
-16.06671270579346,5.501114562281954
-16.074777643970585,5.518494432633192
-16.081795023504256,5.534958544463078
-16.08793280323319,5.550742323713465
-16.093347356345504,5.566124522004726
-16.098152892654536,5.5813502478640835
-16.102459927301233,5.596749607509777
-16.106357374971697,5.612707162859674
-16.10988311305525,5.629554048795422
-16.113048608804164,5.647666053672177
-16.115824380470258,5.66738423570651
-16.118151724806705,5.6890954014794
-16.119936338544424,5.713173955297652
-16.121046574292887,5.739944322270987
-16.121324270892643,5.769796354791669
-16.12058150878967,5.802971723872233
-16.118607329982268,5.839760726802034
-16.115170841772358,5.880446689384791
-16.11002951230338,5.925214714072279
-16.102925918021313,5.974281022311467
-16.09359828863297,6.027805298349641
-16.0817808490374,6.085922235858434
-16.067210645869952,6.1487298498249645
-16.04962569896163,6.21631156931232
-16.028770407617895,6.288724113939628
-16.004405775080414,6.365972755087547
-15.976285789962763,6.448094982546907
-15.94417778418009,6.535106311936178
-15.907879124075022,6.626952690176981
-15.867182109612395,6.723613744949683
-15.821890776356467,6.825055716349359
-15.771818594316734,6.931246249170758
-15.716803172780942,7.042115439965786
-15.656692576175555,7.157592688506673
-15.618620995034222,7.227510658223347
-15.57863627894905,7.286194970326892
-15.502212303160183,7.398360025207227
-15.425788330841744,7.510525074994125
-15.367885477592495,7.59550726168308
-15.286310927873407,7.7152316483101355
-15.225484656537699,7.847742960913781
-15.182196485066633,7.942047153353339
-15.142483004403891,8.028563761697455
-15.123949563780926,8.059291279183032
-15.065068599331086,8.156910419184332
-15.006832252099935,8.255082347500103
-14.954031778866112,8.344088489767946
-14.90031354728831,8.434639438689189
-14.843584387341394,8.530267883878695
-14.787482008547432,8.626260153288344
-14.734338722699235,8.717191347684244
-14.682114899179057,8.806547037912594
-14.629755422177766,8.896139341429118
-14.574467494047143,8.983650203111656
-14.509835330936262,9.085951308557568
-14.454090970929899,9.192645967674771
-14.417641738683376,9.262409766226993
-14.3737642910626,9.32551355996626
-14.27493613481793,9.467646497921333
-14.231062667441446,9.59086674270927
-14.199423234298608,9.646348676398675
-14.121823130681399,9.78405575658898
-14.04422302706419,9.921762836779283
-13.968445501932912,10.056234762634764
-13.888406545556125,10.198275457638289
-13.809971982711952,10.339421862461494
-13.73572777578236,10.473033849505216
-13.661494715477962,10.606625777104657
-13.587261655714759,10.740217703730167
-13.513028595951651,10.873809630355488
-13.444373844895033,10.997362617265322
-13.363163290616665,11.140272704823191
-13.29667608449817,11.262681263227574
-13.211052236641766,11.409320826995213
-13.128592126174349,11.56717845503706
-13.069817375621627,11.67351103191106
-12.997361473334154,11.804595049514658
-12.924906239252586,11.93567785823086
-12.858027140398502,12.056675148100805
-12.778712629448176,12.197207038510326
-12.704369547192952,12.334585506904636
-12.617284376108955,12.490833125455998
-12.522628583408196,12.660663553922838
-12.427681521474947,12.831020169805816
-12.336791524525907,12.994108423322077
-12.26865881724512,13.11471767279732
-12.199960041257011,13.236333099565607
-12.063210964186935,13.478432994394128
